,case,event,time:timestamp,Column_4,role,case:creator
649,toilet,complete,2012-11-14 09:04:58+01:00,toilet,41,Fluxicon Disco
650,prepareBreakfast,start,2012-11-14 09:06:08+01:00,prepareBreakfast,41,Fluxicon Disco
651,prepareBreakfast,complete,2012-11-14 09:09:41+01:00,prepareBreakfast,41,Fluxicon Disco
652,eatingBreakfast,start,2012-11-14 09:17:48+01:00,eatingBreakfast,41,Fluxicon Disco
653,eatingBreakfast,complete,2012-11-14 09:21:43+01:00,eatingBreakfast,41,Fluxicon Disco
654,watchingtv,start,2012-11-14 09:22:11+01:00,watchingtv,41,Fluxicon Disco
655,watchingtv,complete,2012-11-14 10:37:29+01:00,watchingtv,41,Fluxicon Disco
656,prepareBreakfast,start,2012-11-14 10:38:16+01:00,prepareBreakfast,41,Fluxicon Disco
657,eatingBreakfast,start,2012-11-14 10:44:16+01:00,eatingBreakfast,41,Fluxicon Disco
658,eatingBreakfast,complete,2012-11-14 11:06:23+01:00,eatingBreakfast,41,Fluxicon Disco
659,watchingtv,start,2012-11-14 11:07:27+01:00,watchingtv,41,Fluxicon Disco
660,prepareBreakfast,complete,2012-11-14 11:43:23+01:00,prepareBreakfast,41,Fluxicon Disco
661,watchingtv,complete,2012-11-14 11:45:10+01:00,watchingtv,41,Fluxicon Disco
662,washing,start,2012-11-14 11:47:39+01:00,washing,41,Fluxicon Disco
663,washing,complete,2012-11-14 11:52:17+01:00,washing,41,Fluxicon Disco
664,shower,start,2012-11-14 11:56:03+01:00,shower,41,Fluxicon Disco
665,shower,complete,2012-11-14 11:58:55+01:00,shower,41,Fluxicon Disco
666,washing,start,2012-11-14 12:00:16+01:00,washing,41,Fluxicon Disco
667,washing,complete,2012-11-14 12:08:53+01:00,washing,41,Fluxicon Disco
668,grooming,start,2012-11-14 12:10:42+01:00,grooming,41,Fluxicon Disco
669,grooming,complete,2012-11-14 12:20:34+01:00,grooming,41,Fluxicon Disco
670,washing,start,2012-11-14 12:21:31+01:00,washing,41,Fluxicon Disco
671,washing,complete,2012-11-14 12:22:55+01:00,washing,41,Fluxicon Disco
672,watchingtv,start,2012-11-14 12:29:00+01:00,watchingtv,41,Fluxicon Disco
673,watchingtv,complete,2012-11-14 12:51:29+01:00,watchingtv,41,Fluxicon Disco
674,outdoors,start,2012-11-14 12:52:09+01:00,outdoors,41,Fluxicon Disco
675,outdoors,complete,2012-11-14 14:22:37+01:00,outdoors,41,Fluxicon Disco
676,toilet,start,2012-11-14 14:23:11+01:00,toilet,41,Fluxicon Disco
677,washing,start,2012-11-14 14:23:22+01:00,washing,41,Fluxicon Disco
678,toilet,complete,2012-11-14 14:24:01+01:00,toilet,41,Fluxicon Disco
679,washing,complete,2012-11-14 14:24:13+01:00,washing,41,Fluxicon Disco
680,grooming,start,2012-11-14 14:24:14+01:00,grooming,41,Fluxicon Disco
681,grooming,complete,2012-11-14 14:28:25+01:00,grooming,41,Fluxicon Disco
682,outdoors,start,2012-11-14 14:29:39+01:00,outdoors,41,Fluxicon Disco
683,outdoors,complete,2012-11-14 15:54:56+01:00,outdoors,41,Fluxicon Disco
684,watchingtv,start,2012-11-14 15:58:45+01:00,watchingtv,41,Fluxicon Disco
685,watchingtv,complete,2012-11-14 21:06:29+01:00,watchingtv,41,Fluxicon Disco
686,prepareDinner,start,2012-11-14 21:30:09+01:00,prepareDinner,41,Fluxicon Disco
687,prepareDinner,complete,2012-11-14 21:35:17+01:00,prepareDinner,41,Fluxicon Disco
688,eatingDinner,start,2012-11-14 21:37:09+01:00,eatingDinner,41,Fluxicon Disco
689,eatingDinner,complete,2012-11-14 21:47:18+01:00,eatingDinner,41,Fluxicon Disco
690,watchingtv,start,2012-11-14 21:48:23+01:00,watchingtv,41,Fluxicon Disco
691,watchingtv,complete,2012-11-14 22:13:45+01:00,watchingtv,41,Fluxicon Disco
692,snack,start,2012-11-14 22:14:23+01:00,snack,41,Fluxicon Disco
693,snack,complete,2012-11-14 22:17:47+01:00,snack,41,Fluxicon Disco
694,watchingtv,start,2012-11-14 22:18:35+01:00,watchingtv,41,Fluxicon Disco
695,watchingtv,complete,2012-11-15 00:06:45+01:00,watchingtv,41,Fluxicon Disco
696,End,start,2012-11-15 00:06:45+01:00,End,41,Fluxicon Disco
697,End,complete,2012-11-15 00:06:45+01:00,End,41,Fluxicon Disco
698,Start,start,2012-11-15 00:07:20+01:00,Start,51,Fluxicon Disco
699,Start,complete,2012-11-15 00:07:20+01:00,Start,51,Fluxicon Disco
700,washing,start,2012-11-15 00:07:20+01:00,washing,51,Fluxicon Disco
701,washing,complete,2012-11-15 00:07:28+01:00,washing,51,Fluxicon Disco
702,toilet,start,2012-11-15 00:09:17+01:00,toilet,51,Fluxicon Disco
703,washing,start,2012-11-15 00:09:42+01:00,washing,51,Fluxicon Disco
704,toilet,complete,2012-11-15 00:10:05+01:00,toilet,51,Fluxicon Disco
705,washing,complete,2012-11-15 00:10:10+01:00,washing,51,Fluxicon Disco
706,sleeping,start,2012-11-15 00:10:24+01:00,sleeping,51,Fluxicon Disco
707,sleeping,complete,2012-11-15 00:42:52+01:00,sleeping,51,Fluxicon Disco
708,watchingtv,start,2012-11-15 00:43:16+01:00,watchingtv,51,Fluxicon Disco
709,watchingtv,complete,2012-11-15 01:54:38+01:00,watchingtv,51,Fluxicon Disco
710,sleeping,start,2012-11-15 01:55:27+01:00,sleeping,51,Fluxicon Disco
711,sleeping,complete,2012-11-15 07:46:10+01:00,sleeping,51,Fluxicon Disco
712,toilet,start,2012-11-15 07:52:11+01:00,toilet,51,Fluxicon Disco
713,toilet,complete,2012-11-15 07:52:52+01:00,toilet,51,Fluxicon Disco
714,sleeping,start,2012-11-15 07:53:26+01:00,sleeping,51,Fluxicon Disco
715,sleeping,complete,2012-11-15 09:36:23+01:00,sleeping,51,Fluxicon Disco
716,prepareBreakfast,start,2012-11-15 09:37:15+01:00,prepareBreakfast,51,Fluxicon Disco
717,prepareBreakfast,complete,2012-11-15 09:44:06+01:00,prepareBreakfast,51,Fluxicon Disco
718,eatingBreakfast,start,2012-11-15 09:47:12+01:00,eatingBreakfast,51,Fluxicon Disco
719,eatingBreakfast,complete,2012-11-15 09:48:08+01:00,eatingBreakfast,51,Fluxicon Disco
720,toilet,start,2012-11-15 09:51:55+01:00,toilet,51,Fluxicon Disco
721,washing,start,2012-11-15 09:52:52+01:00,washing,51,Fluxicon Disco
722,washing,complete,2012-11-15 09:52:57+01:00,washing,51,Fluxicon Disco
723,toilet,complete,2012-11-15 09:53:10+01:00,toilet,51,Fluxicon Disco
724,grooming,start,2012-11-15 09:53:18+01:00,grooming,51,Fluxicon Disco
725,grooming,complete,2012-11-15 09:53:46+01:00,grooming,51,Fluxicon Disco
726,washing,start,2012-11-15 09:53:48+01:00,washing,51,Fluxicon Disco
727,washing,complete,2012-11-15 09:56:53+01:00,washing,51,Fluxicon Disco
728,shower,start,2012-11-15 09:58:18+01:00,shower,51,Fluxicon Disco
729,shower,complete,2012-11-15 10:04:53+01:00,shower,51,Fluxicon Disco
730,washing,start,2012-11-15 10:05:27+01:00,washing,51,Fluxicon Disco
731,washing,complete,2012-11-15 10:07:25+01:00,washing,51,Fluxicon Disco
732,grooming,start,2012-11-15 10:08:16+01:00,grooming,51,Fluxicon Disco
733,grooming,complete,2012-11-15 10:10:51+01:00,grooming,51,Fluxicon Disco
734,snack,start,2012-11-15 10:11:08+01:00,snack,51,Fluxicon Disco
735,snack,complete,2012-11-15 10:23:49+01:00,snack,51,Fluxicon Disco
736,watchingtv,start,2012-11-15 10:26:41+01:00,watchingtv,51,Fluxicon Disco
737,watchingtv,complete,2012-11-15 11:39:14+01:00,watchingtv,51,Fluxicon Disco
738,outdoors,start,2012-11-15 11:42:33+01:00,outdoors,51,Fluxicon Disco
739,outdoors,complete,2012-11-15 13:07:13+01:00,outdoors,51,Fluxicon Disco
740,watchingtv,start,2012-11-15 13:09:56+01:00,watchingtv,51,Fluxicon Disco
741,watchingtv,complete,2012-11-15 14:34:20+01:00,watchingtv,51,Fluxicon Disco
742,prepareLunch,start,2012-11-15 14:35:27+01:00,prepareLunch,51,Fluxicon Disco
743,eatingLunch,start,2012-11-15 14:41:27+01:00,eatingLunch,51,Fluxicon Disco
744,prepareLunch,complete,2012-11-15 15:40:32+01:00,prepareLunch,51,Fluxicon Disco
745,eatingLunch,complete,2012-11-15 15:46:32+01:00,eatingLunch,51,Fluxicon Disco
746,toilet,start,2012-11-15 15:48:31+01:00,toilet,51,Fluxicon Disco
747,washing,start,2012-11-15 15:48:53+01:00,washing,51,Fluxicon Disco
748,toilet,complete,2012-11-15 15:49:44+01:00,toilet,51,Fluxicon Disco
749,washing,complete,2012-11-15 15:49:54+01:00,washing,51,Fluxicon Disco
750,grooming,start,2012-11-15 15:50:21+01:00,grooming,51,Fluxicon Disco
751,grooming,complete,2012-11-15 15:50:25+01:00,grooming,51,Fluxicon Disco
752,outdoors,start,2012-11-15 15:54:05+01:00,outdoors,51,Fluxicon Disco
753,outdoors,complete,2012-11-15 22:06:59+01:00,outdoors,51,Fluxicon Disco
754,prepareDinner,start,2012-11-15 22:07:26+01:00,prepareDinner,51,Fluxicon Disco
755,prepareDinner,complete,2012-11-15 22:22:44+01:00,prepareDinner,51,Fluxicon Disco
756,eatingDinner,start,2012-11-15 22:26:02+01:00,eatingDinner,51,Fluxicon Disco
757,eatingDinner,complete,2012-11-15 22:31:00+01:00,eatingDinner,51,Fluxicon Disco
758,End,start,2012-11-15 22:31:00+01:00,End,51,Fluxicon Disco
759,End,complete,2012-11-15 22:31:00+01:00,End,51,Fluxicon Disco
760,Start,start,2012-11-16 00:48:31+01:00,Start,61,Fluxicon Disco
761,Start,complete,2012-11-16 00:48:31+01:00,Start,61,Fluxicon Disco
762,watchingtv,start,2012-11-16 00:48:31+01:00,watchingtv,61,Fluxicon Disco
763,watchingtv,complete,2012-11-16 00:50:55+01:00,watchingtv,61,Fluxicon Disco
764,grooming,start,2012-11-16 00:51:11+01:00,grooming,61,Fluxicon Disco
765,grooming,complete,2012-11-16 00:51:14+01:00,grooming,61,Fluxicon Disco
766,washing,start,2012-11-16 00:51:39+01:00,washing,61,Fluxicon Disco
767,washing,complete,2012-11-16 00:54:32+01:00,washing,61,Fluxicon Disco
768,toilet,start,2012-11-16 00:54:34+01:00,toilet,61,Fluxicon Disco
769,washing,start,2012-11-16 00:55:05+01:00,washing,61,Fluxicon Disco
770,washing,complete,2012-11-16 00:55:12+01:00,washing,61,Fluxicon Disco
771,toilet,complete,2012-11-16 00:55:17+01:00,toilet,61,Fluxicon Disco
772,grooming,start,2012-11-16 00:55:23+01:00,grooming,61,Fluxicon Disco
773,grooming,complete,2012-11-16 00:57:59+01:00,grooming,61,Fluxicon Disco
774,sleeping,start,2012-11-16 00:58:03+01:00,sleeping,61,Fluxicon Disco
775,sleeping,complete,2012-11-16 10:38:53+01:00,sleeping,61,Fluxicon Disco
776,prepareBreakfast,start,2012-11-16 10:39:14+01:00,prepareBreakfast,61,Fluxicon Disco
777,prepareBreakfast,complete,2012-11-16 10:42:13+01:00,prepareBreakfast,61,Fluxicon Disco
778,eatingBreakfast,start,2012-11-16 10:52:56+01:00,eatingBreakfast,61,Fluxicon Disco
779,eatingBreakfast,complete,2012-11-16 10:52:58+01:00,eatingBreakfast,61,Fluxicon Disco
780,shower,start,2012-11-16 11:03:46+01:00,shower,61,Fluxicon Disco
781,shower,complete,2012-11-16 11:06:56+01:00,shower,61,Fluxicon Disco
782,washing,start,2012-11-16 11:09:24+01:00,washing,61,Fluxicon Disco
783,washing,complete,2012-11-16 11:17:46+01:00,washing,61,Fluxicon Disco
784,grooming,start,2012-11-16 11:22:29+01:00,grooming,61,Fluxicon Disco
785,grooming,complete,2012-11-16 11:39:16+01:00,grooming,61,Fluxicon Disco
786,washing,start,2012-11-16 11:40:11+01:00,washing,61,Fluxicon Disco
787,washing,complete,2012-11-16 11:47:53+01:00,washing,61,Fluxicon Disco
788,grooming,start,2012-11-16 11:48:19+01:00,grooming,61,Fluxicon Disco
789,grooming,complete,2012-11-16 11:48:22+01:00,grooming,61,Fluxicon Disco
790,snack,start,2012-11-16 12:09:10+01:00,snack,61,Fluxicon Disco
791,snack,complete,2012-11-16 12:09:57+01:00,snack,61,Fluxicon Disco
792,outdoors,start,2012-11-16 12:10:06+01:00,outdoors,61,Fluxicon Disco
793,outdoors,complete,2012-11-16 12:55:47+01:00,outdoors,61,Fluxicon Disco
794,watchingtv,start,2012-11-16 12:56:18+01:00,watchingtv,61,Fluxicon Disco
795,watchingtv,complete,2012-11-16 14:12:09+01:00,watchingtv,61,Fluxicon Disco
796,prepareLunch,start,2012-11-16 14:13:00+01:00,prepareLunch,61,Fluxicon Disco
797,eatingLunch,start,2012-11-16 14:19:00+01:00,eatingLunch,61,Fluxicon Disco
798,eatingLunch,complete,2012-11-16 14:55:55+01:00,eatingLunch,61,Fluxicon Disco
799,prepareLunch,complete,2012-11-16 14:58:55+01:00,prepareLunch,61,Fluxicon Disco
800,toilet,start,2012-11-16 15:05:28+01:00,toilet,61,Fluxicon Disco
801,toilet,complete,2012-11-16 15:16:25+01:00,toilet,61,Fluxicon Disco
802,outdoors,start,2012-11-16 15:17:35+01:00,outdoors,61,Fluxicon Disco
803,outdoors,complete,2012-11-16 18:04:41+01:00,outdoors,61,Fluxicon Disco
804,toilet,start,2012-11-16 18:09:09+01:00,toilet,61,Fluxicon Disco
805,toilet,complete,2012-11-16 18:10:57+01:00,toilet,61,Fluxicon Disco
806,snack,start,2012-11-16 18:11:36+01:00,snack,61,Fluxicon Disco
807,snack,complete,2012-11-16 18:14:49+01:00,snack,61,Fluxicon Disco
808,watchingtv,start,2012-11-16 18:16:25+01:00,watchingtv,61,Fluxicon Disco
809,watchingtv,complete,2012-11-16 22:03:39+01:00,watchingtv,61,Fluxicon Disco
810,washing,start,2012-11-16 22:10:15+01:00,washing,61,Fluxicon Disco
811,washing,complete,2012-11-16 22:10:41+01:00,washing,61,Fluxicon Disco
812,grooming,start,2012-11-16 22:11:48+01:00,grooming,61,Fluxicon Disco
813,grooming,complete,2012-11-16 22:11:51+01:00,grooming,61,Fluxicon Disco
814,outdoors,start,2012-11-16 22:18:02+01:00,outdoors,61,Fluxicon Disco
815,outdoors,complete,2012-11-17 02:24:38+01:00,outdoors,61,Fluxicon Disco
816,End,start,2012-11-17 02:24:38+01:00,End,61,Fluxicon Disco
817,End,complete,2012-11-17 02:24:38+01:00,End,61,Fluxicon Disco
818,Start,start,2012-11-19 00:12:02+01:00,Start,91,Fluxicon Disco
819,Start,complete,2012-11-19 00:12:02+01:00,Start,91,Fluxicon Disco
820,toilet,start,2012-11-19 00:12:02+01:00,toilet,91,Fluxicon Disco
821,toilet,complete,2012-11-19 00:12:58+01:00,toilet,91,Fluxicon Disco
822,sleeping,start,2012-11-19 00:14:12+01:00,sleeping,91,Fluxicon Disco
823,sleeping,complete,2012-11-19 10:09:53+01:00,sleeping,91,Fluxicon Disco
824,toilet,start,2012-11-19 10:11:10+01:00,toilet,91,Fluxicon Disco
825,toilet,complete,2012-11-19 10:12:20+01:00,toilet,91,Fluxicon Disco
826,prepareBreakfast,start,2012-11-19 10:13:23+01:00,prepareBreakfast,91,Fluxicon Disco
827,prepareBreakfast,complete,2012-11-19 10:17:12+01:00,prepareBreakfast,91,Fluxicon Disco
828,eatingBreakfast,start,2012-11-19 10:25:00+01:00,eatingBreakfast,91,Fluxicon Disco
829,eatingBreakfast,complete,2012-11-19 10:33:59+01:00,eatingBreakfast,91,Fluxicon Disco
830,watchingtv,start,2012-11-19 10:34:14+01:00,watchingtv,91,Fluxicon Disco
831,watchingtv,complete,2012-11-19 11:49:22+01:00,watchingtv,91,Fluxicon Disco
832,washing,start,2012-11-19 11:51:33+01:00,washing,91,Fluxicon Disco
833,washing,complete,2012-11-19 12:01:41+01:00,washing,91,Fluxicon Disco
834,shower,start,2012-11-19 12:04:33+01:00,shower,91,Fluxicon Disco
835,shower,complete,2012-11-19 12:11:29+01:00,shower,91,Fluxicon Disco
836,toilet,start,2012-11-19 12:14:31+01:00,toilet,91,Fluxicon Disco
837,toilet,complete,2012-11-19 12:15:25+01:00,toilet,91,Fluxicon Disco
838,washing,start,2012-11-19 12:17:57+01:00,washing,91,Fluxicon Disco
839,washing,complete,2012-11-19 12:18:16+01:00,washing,91,Fluxicon Disco
840,grooming,start,2012-11-19 12:24:31+01:00,grooming,91,Fluxicon Disco
841,grooming,complete,2012-11-19 12:29:18+01:00,grooming,91,Fluxicon Disco
842,washing,start,2012-11-19 12:29:45+01:00,washing,91,Fluxicon Disco
843,washing,complete,2012-11-19 12:33:30+01:00,washing,91,Fluxicon Disco
844,grooming,start,2012-11-19 12:36:32+01:00,grooming,91,Fluxicon Disco
845,grooming,complete,2012-11-19 12:40:52+01:00,grooming,91,Fluxicon Disco
846,watchingtv,start,2012-11-19 12:41:03+01:00,watchingtv,91,Fluxicon Disco
847,watchingtv,complete,2012-11-19 14:26:04+01:00,watchingtv,91,Fluxicon Disco
848,grooming,start,2012-11-19 14:27:01+01:00,grooming,91,Fluxicon Disco
849,grooming,complete,2012-11-19 14:27:03+01:00,grooming,91,Fluxicon Disco
850,washing,start,2012-11-19 14:27:08+01:00,washing,91,Fluxicon Disco
851,washing,complete,2012-11-19 14:27:31+01:00,washing,91,Fluxicon Disco
852,grooming,start,2012-11-19 14:27:46+01:00,grooming,91,Fluxicon Disco
853,grooming,complete,2012-11-19 14:28:21+01:00,grooming,91,Fluxicon Disco
854,washing,start,2012-11-19 14:29:22+01:00,washing,91,Fluxicon Disco
855,toilet,start,2012-11-19 14:30:12+01:00,toilet,91,Fluxicon Disco
856,washing,complete,2012-11-19 14:30:26+01:00,washing,91,Fluxicon Disco
857,toilet,complete,2012-11-19 14:30:59+01:00,toilet,91,Fluxicon Disco
858,outdoors,start,2012-11-19 14:31:44+01:00,outdoors,91,Fluxicon Disco
859,outdoors,complete,2012-11-19 15:52:35+01:00,outdoors,91,Fluxicon Disco
860,toilet,start,2012-11-19 15:54:05+01:00,toilet,91,Fluxicon Disco
861,toilet,complete,2012-11-19 15:54:15+01:00,toilet,91,Fluxicon Disco
862,snack,start,2012-11-19 15:55:22+01:00,snack,91,Fluxicon Disco
863,snack,complete,2012-11-19 16:07:49+01:00,snack,91,Fluxicon Disco
864,watchingtv,start,2012-11-19 16:08:03+01:00,watchingtv,91,Fluxicon Disco
865,watchingtv,complete,2012-11-19 21:31:18+01:00,watchingtv,91,Fluxicon Disco
866,prepareDinner,start,2012-11-19 21:47:27+01:00,prepareDinner,91,Fluxicon Disco
867,prepareDinner,complete,2012-11-19 21:59:01+01:00,prepareDinner,91,Fluxicon Disco
868,eatingDinner,start,2012-11-19 21:59:27+01:00,eatingDinner,91,Fluxicon Disco
869,eatingDinner,complete,2012-11-19 22:24:58+01:00,eatingDinner,91,Fluxicon Disco
870,washing,start,2012-11-19 22:25:06+01:00,washing,91,Fluxicon Disco
871,washing,complete,2012-11-19 22:29:51+01:00,washing,91,Fluxicon Disco
872,grooming,start,2012-11-19 22:30:09+01:00,grooming,91,Fluxicon Disco
873,grooming,complete,2012-11-19 22:30:54+01:00,grooming,91,Fluxicon Disco
874,snack,start,2012-11-19 22:31:06+01:00,snack,91,Fluxicon Disco
875,snack,complete,2012-11-19 22:31:59+01:00,snack,91,Fluxicon Disco
876,watchingtv,start,2012-11-19 22:32:04+01:00,watchingtv,91,Fluxicon Disco
877,watchingtv,complete,2012-11-20 01:22:31+01:00,watchingtv,91,Fluxicon Disco
878,End,start,2012-11-20 01:22:31+01:00,End,91,Fluxicon Disco
879,End,complete,2012-11-20 01:22:31+01:00,End,91,Fluxicon Disco
880,Start,start,2012-11-20 01:23:50+01:00,Start,101,Fluxicon Disco
881,Start,complete,2012-11-20 01:23:50+01:00,Start,101,Fluxicon Disco
882,toilet,start,2012-11-20 01:23:50+01:00,toilet,101,Fluxicon Disco
883,toilet,complete,2012-11-20 01:24:45+01:00,toilet,101,Fluxicon Disco
884,sleeping,start,2012-11-20 01:25:13+01:00,sleeping,101,Fluxicon Disco
885,sleeping,complete,2012-11-20 10:15:52+01:00,sleeping,101,Fluxicon Disco
886,toilet,start,2012-11-20 10:19:57+01:00,toilet,101,Fluxicon Disco
887,prepareBreakfast,start,2012-11-20 10:20:00+01:00,prepareBreakfast,101,Fluxicon Disco
888,prepareBreakfast,complete,2012-11-20 10:21:02+01:00,prepareBreakfast,101,Fluxicon Disco
889,eatingBreakfast,start,2012-11-20 10:21:02+01:00,eatingBreakfast,101,Fluxicon Disco
890,toilet,complete,2012-11-20 10:21:13+01:00,toilet,101,Fluxicon Disco
891,eatingBreakfast,complete,2012-11-20 10:37:51+01:00,eatingBreakfast,101,Fluxicon Disco
892,washing,start,2012-11-20 10:40:35+01:00,washing,101,Fluxicon Disco
893,washing,complete,2012-11-20 10:58:41+01:00,washing,101,Fluxicon Disco
894,snack,start,2012-11-20 11:00:16+01:00,snack,101,Fluxicon Disco
895,snack,complete,2012-11-20 11:14:44+01:00,snack,101,Fluxicon Disco
896,watchingtv,start,2012-11-20 11:15:22+01:00,watchingtv,101,Fluxicon Disco
897,watchingtv,complete,2012-11-20 12:55:42+01:00,watchingtv,101,Fluxicon Disco
898,toilet,start,2012-11-20 13:01:48+01:00,toilet,101,Fluxicon Disco
899,toilet,complete,2012-11-20 13:03:02+01:00,toilet,101,Fluxicon Disco
900,snack,start,2012-11-20 13:03:28+01:00,snack,101,Fluxicon Disco
901,snack,complete,2012-11-20 13:28:35+01:00,snack,101,Fluxicon Disco
902,watchingtv,start,2012-11-20 13:33:12+01:00,watchingtv,101,Fluxicon Disco
903,watchingtv,complete,2012-11-20 14:24:55+01:00,watchingtv,101,Fluxicon Disco
904,prepareLunch,start,2012-11-20 14:25:11+01:00,prepareLunch,101,Fluxicon Disco
905,prepareLunch,complete,2012-11-20 14:40:16+01:00,prepareLunch,101,Fluxicon Disco
906,eatingLunch,start,2012-11-20 14:41:22+01:00,eatingLunch,101,Fluxicon Disco
907,eatingLunch,complete,2012-11-20 15:10:16+01:00,eatingLunch,101,Fluxicon Disco
908,watchingtv,start,2012-11-20 15:12:15+01:00,watchingtv,101,Fluxicon Disco
909,watchingtv,complete,2012-11-20 15:53:10+01:00,watchingtv,101,Fluxicon Disco
910,toilet,start,2012-11-20 15:54:27+01:00,toilet,101,Fluxicon Disco
911,toilet,complete,2012-11-20 15:56:47+01:00,toilet,101,Fluxicon Disco
912,outdoors,start,2012-11-20 15:59:15+01:00,outdoors,101,Fluxicon Disco
913,outdoors,complete,2012-11-20 20:31:21+01:00,outdoors,101,Fluxicon Disco
914,watchingtv,start,2012-11-20 20:34:04+01:00,watchingtv,101,Fluxicon Disco
915,watchingtv,complete,2012-11-21 00:01:12+01:00,watchingtv,101,Fluxicon Disco
916,End,start,2012-11-21 00:01:12+01:00,End,101,Fluxicon Disco
917,End,complete,2012-11-21 00:01:12+01:00,End,101,Fluxicon Disco
918,Start,start,2012-11-21 00:03:42+01:00,Start,111,Fluxicon Disco
919,Start,complete,2012-11-21 00:03:42+01:00,Start,111,Fluxicon Disco
920,grooming,start,2012-11-21 00:03:42+01:00,grooming,111,Fluxicon Disco
921,grooming,complete,2012-11-21 00:03:44+01:00,grooming,111,Fluxicon Disco
922,washing,start,2012-11-21 00:03:51+01:00,washing,111,Fluxicon Disco
923,washing,complete,2012-11-21 00:04:06+01:00,washing,111,Fluxicon Disco
924,grooming,start,2012-11-21 00:05:57+01:00,grooming,111,Fluxicon Disco
925,grooming,complete,2012-11-21 00:06:38+01:00,grooming,111,Fluxicon Disco
926,toilet,start,2012-11-21 00:08:47+01:00,toilet,111,Fluxicon Disco
927,washing,start,2012-11-21 00:08:55+01:00,washing,111,Fluxicon Disco
928,washing,complete,2012-11-21 00:09:29+01:00,washing,111,Fluxicon Disco
929,toilet,complete,2012-11-21 00:09:43+01:00,toilet,111,Fluxicon Disco
930,grooming,start,2012-11-21 00:09:47+01:00,grooming,111,Fluxicon Disco
931,grooming,complete,2012-11-21 00:10:18+01:00,grooming,111,Fluxicon Disco
932,sleeping,start,2012-11-21 00:12:15+01:00,sleeping,111,Fluxicon Disco
933,sleeping,complete,2012-11-21 09:53:12+01:00,sleeping,111,Fluxicon Disco
934,toilet,start,2012-11-21 09:59:00+01:00,toilet,111,Fluxicon Disco
935,toilet,complete,2012-11-21 10:00:21+01:00,toilet,111,Fluxicon Disco
936,prepareBreakfast,start,2012-11-21 10:01:00+01:00,prepareBreakfast,111,Fluxicon Disco
937,prepareBreakfast,complete,2012-11-21 10:06:50+01:00,prepareBreakfast,111,Fluxicon Disco
938,watchingtv,start,2012-11-21 10:07:00+01:00,watchingtv,111,Fluxicon Disco
939,watchingtv,complete,2012-11-21 11:34:49+01:00,watchingtv,111,Fluxicon Disco
940,washing,start,2012-11-21 11:37:57+01:00,washing,111,Fluxicon Disco
941,washing,complete,2012-11-21 11:44:26+01:00,washing,111,Fluxicon Disco
942,toilet,start,2012-11-21 11:48:05+01:00,toilet,111,Fluxicon Disco
943,toilet,complete,2012-11-21 11:49:18+01:00,toilet,111,Fluxicon Disco
944,washing,start,2012-11-21 11:49:51+01:00,washing,111,Fluxicon Disco
945,washing,complete,2012-11-21 11:52:45+01:00,washing,111,Fluxicon Disco
946,outdoors,start,2012-11-21 12:01:48+01:00,outdoors,111,Fluxicon Disco
947,outdoors,complete,2012-11-21 12:44:27+01:00,outdoors,111,Fluxicon Disco
948,watchingtv,start,2012-11-21 12:45:13+01:00,watchingtv,111,Fluxicon Disco
949,watchingtv,complete,2012-11-21 15:01:47+01:00,watchingtv,111,Fluxicon Disco
950,prepareLunch,start,2012-11-21 15:02:08+01:00,prepareLunch,111,Fluxicon Disco
951,prepareLunch,complete,2012-11-21 15:14:47+01:00,prepareLunch,111,Fluxicon Disco
952,eatingLunch,start,2012-11-21 15:15:08+01:00,eatingLunch,111,Fluxicon Disco
953,eatingLunch,complete,2012-11-21 15:30:55+01:00,eatingLunch,111,Fluxicon Disco
954,watchingtv,start,2012-11-21 15:32:07+01:00,watchingtv,111,Fluxicon Disco
955,watchingtv,complete,2012-11-21 17:48:19+01:00,watchingtv,111,Fluxicon Disco
956,snack,start,2012-11-21 17:50:29+01:00,snack,111,Fluxicon Disco
957,snack,complete,2012-11-21 17:55:48+01:00,snack,111,Fluxicon Disco
958,watchingtv,start,2012-11-21 17:56:03+01:00,watchingtv,111,Fluxicon Disco
959,watchingtv,complete,2012-11-21 21:07:55+01:00,watchingtv,111,Fluxicon Disco
960,toilet,start,2012-11-21 21:08:35+01:00,toilet,111,Fluxicon Disco
961,toilet,complete,2012-11-21 21:14:21+01:00,toilet,111,Fluxicon Disco
962,outdoors,start,2012-11-21 21:18:03+01:00,outdoors,111,Fluxicon Disco
963,outdoors,complete,2012-11-21 21:18:22+01:00,outdoors,111,Fluxicon Disco
964,End,start,2012-11-21 21:18:22+01:00,End,111,Fluxicon Disco
965,End,complete,2012-11-21 21:18:22+01:00,End,111,Fluxicon Disco
966,Start,start,2012-11-22 01:40:42+01:00,Start,121,Fluxicon Disco
967,Start,complete,2012-11-22 01:40:42+01:00,Start,121,Fluxicon Disco
968,snack,start,2012-11-22 01:40:42+01:00,snack,121,Fluxicon Disco
969,snack,complete,2012-11-22 01:45:42+01:00,snack,121,Fluxicon Disco
970,grooming,start,2012-11-22 01:47:05+01:00,grooming,121,Fluxicon Disco
971,grooming,complete,2012-11-22 01:47:09+01:00,grooming,121,Fluxicon Disco
972,washing,start,2012-11-22 01:47:24+01:00,washing,121,Fluxicon Disco
973,washing,complete,2012-11-22 01:47:43+01:00,washing,121,Fluxicon Disco
